"YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit ","Sample_Size","Total","Age(months)","Sex","Race/Ethnicity","GeoLocation","ClassID","TopicID","QuestionID","DataValueTypeID","LocationID","StratificationCategory1","Stratification1","StratificationCategoryId1","StratificationID1"
"2008","2008","CO","Colorado","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.7","14.7",,,"14.4","15.1","31,712","Total",,,,"    (38.843840757000464, -106.13361092099967)","OWS","OWS1","Q040","VALUE","08","Total","Total","OVR","OVERALL"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.6","14.6",,,"13.8","15.4","7,560",,"24 - 35",,,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"15.7","17.5","6,267",,"36 - 47",,,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"15.5","17.7","4,498",,"48 - 59",,,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","20.9","20.9",,,"12.4","29.4","91",,,,"American Indian/Alaska Native","    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","10.9","10.9",,,"7.7","14.1","367",,,,"Asian/Pacific Islander","    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.3","16.8","9,008",,,"Female",,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Sex","Female","SEX","FEMALE"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.3","16.3",,,"15.6","17.1","9,000",,,,"Hispanic","    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.5","15.5",,,"14.8","16.2","9,317",,,"Male",,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Sex","Male","SEX","MALE"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.6","14.6",,,"13.6","15.7","4,464",,,,"Non-Hispanic Black","    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.0","17.2","4,403",,,,"Non-Hispanic White","    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2008","2008","CT","Connecticut","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.8","15.8",,,"15.2","16.3","18,325","Total",,,,"    (41.56266102000046, -72.64984095199964)","OWS","OWS1","Q040","VALUE","09","Total","Total","OVR","OVERALL"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.0","16.0",,,"14.6","17.4","2,627",,"24 - 35",,,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.9","16.9",,,"15.3","18.5","2,188",,"36 - 47",,,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.8","17.8",,,"15.9","19.7","1,513",,"48 - 59",,,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","11.4","11.4",,,"4.6","18.1","88",,,,"Asian/Pacific Islander","    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"15.2","17.8","3,153",,,"Female",,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Sex","Female","SEX","FEMALE"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.3","19.3",,,"17.6","20.9","2,206",,,,"Hispanic","    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.0","17.0",,,"15.7","18.3","3,175",,,"Male",,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Sex","Male","SEX","MALE"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"13.8","16.7","2,338",,,,"Non-Hispanic Black","    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.8","15.8",,,"14.0","17.5","1,691",,,,"Non-Hispanic White","    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2008","2008","DE","Delaware","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.8","16.8",,,"15.8","17.7","6,328","Total",,,,"    (39.008830667000495, -75.57774116799965)","OWS","OWS1","Q040","VALUE","10","Total","Total","OVR","OVERALL"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.1","14.1",,,"12.6","15.6","1,973",,"24 - 35",,,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.3","15.3",,,"13.5","17.1","1,518",,"36 - 47",,,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.6","16.6",,,"14.2","18.9","971",,"48 - 59",,,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value",,,"-","Data not available because sample size is insufficient or data not reported.",,,,,,,"American Indian/Alaska Native","    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","21.5","21.5",,,"13.6","29.4","107",,,,"Asian/Pacific Islander","    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.2","16.2",,,"14.6","17.7","2,291",,,"Female",,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Sex","Female","SEX","FEMALE"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","19.4","19.4",,,"17.2","21.6","1,257",,,,"Hispanic","    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.9","13.9",,,"12.4","15.3","2,171",,,"Male",,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Sex","Male","SEX","MALE"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.1","13.1",,,"11.9","14.3","3,035",,,,"Non-Hispanic Black","    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","7.8","7.8",,,"0.2","15.5","51",,,,"Non-Hispanic White","    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
"2008","2008","DC","District of Columbia","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.0","16.1","4,462","Total",,,,"    (38.89037138500049, -77.03196112699965)","OWS","OWS1","Q040","VALUE","11","Total","Total","OVR","OVERALL"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.9","14.9",,,"14.6","15.2","63,359",,"24 - 35",,,"    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Age (months)","24 - 35","AGEMO","AGEMO2435"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.1","16.1",,,"15.7","16.4","52,280",,"36 - 47",,,"    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Age (months)","36 - 47","AGEMO","AGEMO3647"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","16.5","16.5",,,"16.1","16.9","34,435",,"48 - 59",,,"    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Age (months)","48 - 59","AGEMO","AGEMO4859"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","13.2","13.2",,,"9.9","16.5","401",,,,"American Indian/Alaska Native","    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Race/Ethnicity","American Indian/Alaska Native","RACE","RACENAA"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","12.2","12.2",,,"10.5","13.9","1,456",,,,"Asian/Pacific Islander","    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Race/Ethnicity","Asian/Pacific Islander","RACE","RACEAPI"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.6","15.6",,,"15.4","15.9","73,972",,,"Female",,"    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Sex","Female","SEX","FEMALE"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","17.3","17.3",,,"17.0","17.6","63,755",,,,"Hispanic","    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Race/Ethnicity","Hispanic","RACE","RACEHIS"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.7","15.7",,,"15.5","16.0","76,102",,,"Male",,"    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Sex","Male","SEX","MALE"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","14.1","14.1",,,"13.8","14.4","45,370",,,,"Non-Hispanic Black","    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Race/Ethnicity","Non-Hispanic Black","RACE","RACEBLK"
"2008","2008","FL","Florida","Women, Infants, and Children Participant and Program Characteristics","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC toddlers who have an overweight classification",,"Value","15.0","15.0",,,"14.7","15.4","39,090",,,,"Non-Hispanic White","    (28.932040377000476, -81.92896053899966)","OWS","OWS1","Q040","VALUE","12","Race/Ethnicity","Non-Hispanic White","RACE","RACEWHT"
